University,WorldRank,Year,Country
University of Quebec,401,2012,Canada
Catholic University of Chile,401,2017,Chile
Peking Union Medical College,401,2013,China
University of Haifa,401,2013,Israel
National University of Malaysia,401,2016,Malaysia
University of Kent,401,2018,United Kingdom
"University of Maryland, Baltimore County",401,2013,United States
University of Parma,401,2018,Italy
University of Ferrara,401,2016,Italy
University of Manitoba,401,2016,Canada
University of Surrey,401,2016,United Kingdom
University of the Basque Country,401,2016,Spain
Wake Forest University,401,2016,United States
Saint Petersburg State University,401,2012,Russian Federation
University of Bremen,401,2012,Germany
Boston College,401,2013,United States
Flinders University,401,2018,Australia
Kent State University,401,2018,United States
Medical University of Innsbruck,401,2018,Austria
London School of Hygiene and Tropical Medicine,401,2013,United Kingdom
Ewha Womans University,401,2016,"Korea, Republic of"
Simon Fraser University,401,2017,Canada
University of Graz,401,2013,Austria
University of KwaZulu-Natal,401,2013,South Africa
University of Nebraska Medical Center,401,2013,United States
University of Alaska - Fairbanks,401,2016,United States
Vita-Salute San Raffaele University,401,2017,Italy
University of Rostock,401,2016,Germany
Juntendo University,401,2005,Japan
Kyungpook National University,401,2005,"Korea, Republic of"
University of Trieste,401,2006,Italy
University of Bremen,401,2006,Germany
University of Sevilla,401,2006,Spain
Hanyang University,401,2006,"Korea, Republic of"
University of Duisburg-Essen,401,2012,Germany
University of Surrey,401,2012,United Kingdom
Istanbul University,401,2017,Turkey
Nanjing University of Aeronautics and Astronautics,401,2018,China
City University of New York City College,401,2016,United States
University of Aveiro,401,2017,Portugal
University of Minho,401,2018,Portugal
The University of Texas Medical Branch at Galveston,401,2016,United States
University of Santiago Compostela,401,2018,Spain
University of Regensburg,401,2016,Germany
Washington State University,401,2016,United States
University of Hannover,401,2011,Germany
Catholic University of Chile,401,2014,Chile
York University,401,2014,Canada
Polytechnic University of Catalonia,401,2014,Spain
National Yang Ming University,401,2014,"Taiwan, China"
University of Pavia,401,2014,Italy
East China University of Science and Technology,401,2014,China
University of Arkansas at Little Rock,401,2015,United States
University of Seville,401,2015,Spain
University of the Basque Country,401,2015,Spain
University of Trieste,401,2015,Italy
Auburn University,401,2010,United States
Catholic University of Chile,401,2010,Chile
University of Tasmania,401,2010,Australia
Lanzhou University,401,2010,China
Nihon University,401,2011,Japan
Lanzhou University,401,2011,China
Northern Arizona University,401,2005,United States
University of Tennessee Health Science Center,401,2005,United States
University of Jena,401,2005,Germany
University of Maine,401,2005,United States
Massey University,401,2005,New Zealand
The University of Connecticut Health Center,401,2005,United States
Murdoch University,401,2006,Australia
University of Maine,401,2006,United States
University of Surrey,401,2006,United Kingdom
University of New England,401,2006,Australia
The University of Akron,401,2006,United States
Northeastern University,401,2006,United States
Kent State University,401,2011,United States
Vienna University of Technology,401,2011,Austria
The University of Texas at San Antonio,401,2011,United States
Federal University of Rio Grande do Sul,401,2014,Brazil
University of Palermo,401,2014,Italy
Kansas State University,401,2014,United States
The University of Texas Medical Branch at Galveston,401,2014,United States
University of Arkansas at Fayetteville,401,2014,United States
Carleton University,401,2015,Canada
Queensland University of Technology,401,2015,Australia
Federal University of Rio Grande do Sul,401,2015,Brazil
Brunel University,401,2015,United Kingdom
Catholic University of the Sacred Heart,401,2010,Italy
Dalian University of Technology,401,2011,China
Victoria University of Wellington,401,2010,New Zealand
University of Ljubljana,401,2010,Slovenia
Osaka Prefecture University,401,2005,Japan
Kumamoto University,401,2005,Japan
Howard University,401,2005,United States
Northeastern University,401,2005,United States
Gunma University,401,2006,Japan
The University of Texas at San Antonio,401,2012,United States
Brunel University,401,2018,United Kingdom
Federal University of Rio Grande do Sul,401,2017,Brazil
Indiana University-Purdue University at Indianapolis,401,2013,United States
Mississippi State University,401,2018,United States
Northeastern University (Shenyang),401,2017,China
Northwest University,401,2017,China
Saint Louis University,401,2018,United States
The Open University,401,2013,United Kingdom
Ulsan National Institute of Science and Technology,401,2017,"Korea, Republic of"
University of Marburg,401,2017,Germany
University of Minho,401,2017,Portugal
University of Quebec,401,2013,Canada
University of Zaragoza,401,2013,Spain
York University,401,2013,Canada
University of Oulu,401,2016,Finland
Vita-Salute San Raffaele University,401,2016,Italy
Catholic University of Korea,401,2014,"Korea, Republic of"
University of Santiago Compostela,401,2014,Spain
Clemson University,401,2015,United States
University of Jyvaskyla,401,2015,Finland
Wake Forest University,401,2015,United States
Medical University of South Carolina,401,2015,United States
University of Pavia,401,2015,Italy
Victor Segalen Bordeaux 2 University,401,2005,France
University of Granada,401,2005,Spain
Southern Methodist University,401,2005,United States
University of Canterbury,401,2005,New Zealand
National Chiao Tung University,401,2005,"Taiwan, China"
Polytechnic University of Valencia,401,2005,Spain
National Yang Ming University,401,2006,"Taiwan, China"
Medical College of Georgia,401,2006,United States
University of Louisville,401,2006,United States
Catholic University of the Sacred Heart,401,2012,Italy
Tilburg University,401,2012,Netherlands
University of Bayreuth,401,2012,Germany
University of Belgrade,401,2012,Serbia
Auburn University,401,2013,United States
Indian Institute of Science,401,2018,India
Kyung Hee University,401,2013,"Korea, Republic of"
Lanzhou University,401,2013,China
Ben-Gurion University of the Negev,401,2016,Israel
Novosibirsk State University,401,2017,Russian Federation
University College Cork,401,2018,Ireland
Oklahoma State University,401,2016,United States
University of New Hampshire - Durham,401,2013,United States
University of Ljubljana,401,2016,Slovenia
Eindhoven University of Technology,401,2010,Netherlands
University of Lisbon,401,2010,Portugal
The University of Connecticut Health Center,401,2011,United States
University of Ljubljana,401,2014,Slovenia
Aalto University,401,2014,Finland
Kanazawa University,401,2014,Japan
University of Auvergne,401,2014,France
Pusan National University,401,2011,"Korea, Republic of"
Linkoping University,401,2011,Sweden
Griffith University,401,2011,Australia
Kyungpook National University,401,2011,"Korea, Republic of"
University of Alaska - Fairbanks,401,2014,United States
Okayama University,401,2015,Japan
Oklahoma State University,401,2015,United States
Texas Tech University,401,2015,United States
The University of Tokushima,401,2015,Japan
University of Szeged,401,2015,Hungary
University of Bremen,401,2015,Germany
Auburn University,401,2014,United States
"University of Maryland, Baltimore County",401,2014,United States
University of Pompeu Fabra,401,2011,Spain
Ecole Normale Superieure - Lyon,401,2011,France
University of Haifa,401,2010,Israel
University of Siena,401,2005,Italy
Nara Institute of Science and Technology,401,2005,Japan
University of Maastricht,401,2005,Netherlands
University of Central Florida,401,2005,United States
The Graduate University for Advanced Studies,401,2005,Japan
University of Pretoria,401,2005,South Africa
Flinders University,401,2006,Australia
University of Provence (Aix-Marseille 1),401,2006,France
Medical University of Innsbruck,401,2006,Austria
New Mexico State University,401,2006,United States
Hannover Medical School,401,2006,Germany
University of Sherbrooke,401,2006,Canada
University of Idaho,401,2006,United States
Technical University of Lisbon,401,2012,Portugal
University of Ferrara,401,2012,Italy
University of Palermo,401,2012,Italy
University of Wyoming,401,2012,United States
Brunel University,401,2017,United Kingdom
Federal University of Rio Grande do Sul,401,2013,Brazil
Hannover Medical School,401,2013,Germany
Nanjing University of Aeronautics and Astronautics,401,2017,China
Niigata University,401,2013,Japan
St George's Hospital Medical School,401,2017,United Kingdom
Technical University of Braunschweig,401,2013,Germany
The University of Tokushima,401,2017,Japan
University of New Hampshire - Durham,401,2017,United States
University of Montana - Missoula,401,2018,United States
University of Wyoming,401,2017,United States
University of Science and Technology Beijing,401,2018,China
Utah State University,401,2013,United States
University of Nice Sophia Antipolis,401,2016,France
University of Wyoming,401,2016,United States
National Yang Ming University,401,2011,"Taiwan, China"
University of Eastern Finland,401,2011,Finland
Beijing Normal University,401,2011,China
Xiamen University,401,2010,China
Gunma University,401,2010,Japan
University of Rostock,401,2014,Germany
University of New Hampshire - Durham,401,2014,United States
Victoria University of Wellington,401,2014,New Zealand
University of Rennes 1,401,2015,France
Auburn University,401,2015,United States
Ehime University,401,2005,Japan
Loyola University Chicago,401,2005,United States
University of Exeter,401,2005,United Kingdom
University of Bremen,401,2005,Germany
Nara Institute of Science and Technology,401,2006,Japan
Montana State University - Bozeman,401,2006,United States
